Gene,Name,Cluster,AP1_S4,AP1_S6,AP3_S4,AP3_S6,AG_S4,AG_S6
AT5G11930,AT5G11930,Unknown,28.31,16.57,33.75,34.985,8.835,11.48
AT5G11970,AT5G11970,AP1,51.815,52.105,12.48,21.91,15.41,14.94
AT5G12080,MSL10,Unknown,18.35,22.93,31.885,23.1,41.075,39.255
AT5G12140,CYS1,Unknown,553.58,308.74,121.335,281.245,100.03,111.175
AT5G12190,AT5G12190,Unknown,114.185,56.09,59.27,97.425,27.89,42.82
AT5G12200,PYD2,Unknown,27.665,35.43,16.775,27.975,13.115,18.235
AT5G12380,ANNAT8,Unknown,0.385,0,0.9,0.445,0.335,1.13
AT5G12400,AT5G12400,Unknown,3.335,6.1,7.875,8.49,10.615,12.1
AT5G12420,AT5G12420,Unknown,0.12,0.125,0.16,0,1.29,0.665
AT5G12470,AT5G12470,AG,18.28,19.98,29.46,24.92,44.09,45.525
AT5G12860,DiT1,Unknown,44.29,46.72,69.325,33.2,100.085,90.34
AT5G12880,AT5G12880,AP1_AP3,1.315,0.675,0.585,0.315,0.22,0
AT5G12890,AT5G12890,Unknown,3.755,6.655,1.74,3.695,5.405,7.145
AT5G12940,AT5G12940,AP1,10.48,9.225,5.03,3.14,3.735,2.825
AT5G13000,GSL12,Unknown,15.705,22.355,34.555,29.37,41.015,39.805
AT5G13010,EMB3011,Unknown,11.48,17.92,26.965,25.85,24.785,27.975
AT5G13050,5-FCL,Unknown,32.52,29.905,24.02,34.195,15.895,14.9
AT5G13210,AT5G13210,Unknown,0,0.085,0.025,0,0.225,0.24
AT5G13240,AT5G13240,Unknown,25.755,20.29,8.97,22.39,5.065,5.045
AT5G13320,WIN3,Unknown,7.3,6.22,2.65,3.085,5.775,7.715
AT5G13350,AT5G13350,Unknown,0,0,0,0.02,0.04,0.085
AT5G13360,AT5G13360,Unknown,2.04,1.58,2.17,4.02,1.345,1.67
AT5G13450,ATP5,Unknown,214.78,165.985,101.27,157.28,85.855,97.605
AT5G13480,FY,Unknown,14.935,14.68,36.8,19.05,28.11,21.42
AT5G13520,AT5G13520,Unknown,20.7,19.28,35.945,22.71,48.23,51.015
AT5G13530,KEG,Unknown,4.56,10.39,15.325,11.375,22.83,22.275
AT5G13630,GUN5,Unknown,94.07,124.89,158.6,161.96,225.91,249.115
AT5G13650,SVR3,Unknown,27.28,36.505,50.765,35.225,101.135,94.18
AT5G13680,ELO2,Unknown,6.205,9.645,13.41,11.44,18.16,18.95
AT5G13690,NAGLU,Unknown,9.275,16.865,13.84,13.445,20.45,20.715
AT5G13730,SIGD,Unknown,9.595,12.7,6.7,7.8,16.945,15.035
AT5G13770,AT5G13770,AG,5.5,7.28,4.595,6.41,14.425,14.3
AT5G13790,AGL15,Unknown,4.19,3.675,8.61,13.81,4.115,7.36
AT5G13820,TBP1,AP3,5.055,4.545,7.12,9.27,3.285,3.995
AT5G13840,FZR3,Unknown,23.215,38.225,62.095,45.34,67.03,68.2
AT5G13960,SUVH4,Unknown,13.585,11.56,21.855,17.885,27.31,24.385
AT5G14010,KNU,Unknown,0.81,1.045,0.245,0.22,1.37,3.505
AT5G14160,AT5G14160,Unknown,0,0,0,0.065,0.215,0
AT5G14180,MPL1,Unknown,0.695,0.94,1.79,0.705,3.73,2.115
AT5G14510,AT5G14510,Unknown,0.86,0.585,2.03,1.05,3.165,2.195
AT5G14540,AT5G14540,Unknown,46.62,44.04,138.59,55.425,76.99,61.35
AT5G14570,NRT2.7,Unknown,3.175,2.295,7.095,2.71,6.53,5.025
AT5G14580,AT5G14580,Unknown,1.815,2.15,4.3,3,6.415,5.88
AT5G14610,AT5G14610,Unknown,25.43,27.335,46.15,40.505,58.755,54.16
AT5G14690,AT5G14690,Unknown,1.4,1.285,4.73,4.445,2.075,1.945
AT5G14710,AT5G14710,Unknown,22.585,15.11,8.64,15.505,7.215,6.33
AT5G14740,CA2,Unknown,9.865,15.21,29.505,14.66,137.045,104.14
AT5G14800,P5CR,Unknown,54.855,51.205,97.65,88.81,119.955,106.32
AT5G14890,AT5G14890,Unknown,0.29,0.35,0.56,0.44,1.065,0.76
AT5G14910,AT5G14910,Unknown,89.155,74.305,43.25,75.94,49.51,62.03
AT5G14940,AT5G14940,AG,0.145,0.315,0.185,0.2,0.605,0.915
AT5G14960,E2L1,Unknown,10.2,10.105,7.3,8.82,5.285,4.495
AT5G15030,AT5G15030,Unknown,6.965,3.375,3.23,5.425,1.7,2.08
AT5G15070,AT5G15070,Unknown,2.585,3.515,6.375,4.87,6.26,4.825
AT5G15160,BNQ2,AP1_AP3,13.14,5.655,2.155,4.365,0.815,1.355
AT5G15250,FTSH6,Unknown,0,0.09,0,0.085,0.57,0.06
AT5G15300,AT5G15300,AG,0.73,0.795,1.31,0.625,1.725,1.555
AT5G15320,AT5G15320,Unknown,115.035,97.01,75.81,59.015,57.085,68.985
AT5G15330,SPX4,Unknown,9.785,9.625,5.95,10.785,3.53,4.11
AT5G15360,AT5G15360,Unknown,46.915,56.075,115.32,65.965,166.965,154.86
AT5G15380,DRM1,Unknown,0.135,0.1,0.04,0.145,0.525,1.08
AT5G15420,AT5G15420,AG,0,0,0,0,1.03,0.565
AT5G15450,CLPB3,Unknown,20.155,47.81,22.48,30.63,106.085,28.485
AT5G15540,SCC2,Unknown,2.81,4.295,6.635,5.99,6.97,6.625
AT5G15600,SP1L4,Unknown,19.965,20.245,29.72,17.09,11.985,11.025
AT5G15620,AT5G15620,Unknown,0,0,0,0.025,0.1,0
AT5G15630,IRX6,Unknown,1.385,1.55,1.535,1.075,2.605,2.485
AT5G15680,AT5G15680,Unknown,4.07,6.08,10.89,8.67,8.675,10.7
AT5G15700,AT5G15700,Unknown,1.455,2.415,3.6,3.075,4.335,4.03
AT5G15802,AT5G15802,Unknown,26.945,19.99,12.57,22.38,12.34,13.31
AT5G15850,COL1,Unknown,8.315,11.27,4.07,6.07,5.12,8.875
AT5G15853,AT5G15853,Unknown,0,0,0,1.015,0.32,0
AT5G15920,SMC5,Unknown,3.14,2.5,4.37,4.61,6.17,6.34
AT5G15970,KIN2,Unknown,2487.36,1799.6,1498.34,1946.165,221.955,468.145
AT5G16040,AT5G16040,Unknown,14.6,19.625,26.325,15.355,31.11,29.25
AT5G16060,AT5G16060,Unknown,64.69,45.72,24.27,43.175,34.765,37.17
AT5G16070,AT5G16070,Unknown,26.76,22.775,44.22,34.565,49.585,47.455
AT5G16080,CXE17,Unknown,0.655,0.315,0.465,0.18,1.93,0.995
AT5G16160,AT5G16160,Unknown,5.6,6.375,2,4.245,2.02,3.25
AT5G16190,CSLA11,Unknown,1.675,1.29,0.625,0.52,3.145,3.69
AT5G16210,AT5G16210,Unknown,4.89,8.21,12.495,9.72,13.915,15.12
AT5G16230,AT5G16230,Unknown,0.11,0.425,0.24,0.235,0.6,1.515
AT5G16235,NA,Unknown,0.19,0.615,1.35,0.67,2.44,4.885
AT5G16300,AT5G16300,Unknown,6.855,9.225,10.195,9.215,15.41,15.53
AT5G16380,AT5G16380,Unknown,11.895,10.84,11.96,10.175,5.25,7.2
AT5G16390,CAC1A,Unknown,80.37,68.455,66.31,87.965,39.95,38.36
AT5G16410,AT5G16410,Unknown,1.585,2.26,3.015,4.575,0.45,1.085
AT5G16450,AT5G16450,Unknown,32.465,25.645,13.07,14.03,19.93,24.52
AT5G16530,PIN5,Unknown,1.005,1.61,0.6,0.515,2.2,2.48
AT5G16570,GLN1;4,Unknown,2.005,1.775,1.4,0.86,3.22,4.28
AT5G16650,AT5G16650,Unknown,28.915,24.745,16.41,22.285,7.78,8.225
AT5G16660,AT5G16660,Unknown,52.11,49.96,24.73,37.445,12.645,14.01
AT5G16715,EMB2247,Unknown,3.86,6.55,9.11,7.725,14.235,13.62
AT5G16750,TOZ,Unknown,6.2,6.3,12.145,10.72,14.93,14.87
AT5G16910,CSLD2,Unknown,8.22,12.95,16.42,17.22,18.025,14.45
AT5G16930,AT5G16930,Unknown,7.04,4.335,10.6,7.885,11.56,9.845
AT5G16940,AT5G16940,Unknown,9.425,6.2,1.855,7.395,1.41,2.54
AT5G16970,AT-AER,Unknown,10.955,8.685,2.955,3.43,10.765,8.155
AT5G17000,AT5G17000,Unknown,6.705,6.61,2.905,3.045,3.74,2.63
AT5G17090,AT5G17090,Unknown,103.16,98.54,143.45,107.08,53.065,62.88
AT5G17165,AT5G17165,Unknown,48.915,69.855,77.49,64.26,33.24,30.755
AT5G17170,ENH1,Unknown,83.285,84.935,60.315,69.185,40.93,51.63
AT5G17190,AT5G17190,Unknown,68.82,45.545,31.05,53.02,20.12,27.215
AT5G17220,TT19,Unknown,24.295,20.4,2.35,7.705,23.125,28.695
AT5G17250,AT5G17250,Unknown,2.385,2.68,3.815,3.675,5.28,5.97
AT5G17270,AT5G17270,Unknown,3.505,6.065,6.17,6.505,8.895,8.45
AT5G17280,AT5G17280,Unknown,34.52,20.01,16.55,21.82,14.01,15.635
AT5G17420,MUR10,Unknown,0.505,0.41,1.445,0.63,2.085,2.285
AT5G17440,AT5G17440,Unknown,19.1,23.98,41.375,39.09,47.855,44.085
AT5G17450,HIPP21,Unknown,0.485,0.5,1.09,0.155,2.38,2.28
AT5G17460,AT5G17460,Unknown,6.085,3.865,1.315,2.88,1.435,1.32
AT5G17540,AT5G17540,Unknown,1.995,1.59,1.695,1.84,5.13,4.185
AT5G17580,AT5G17580,Unknown,1.39,1.62,1.635,2.88,3.24,2.795
AT5G17590,AT5G17590,Unknown,0,0,0,0.18,0.68,0
AT5G17600,AT5G17600,Unknown,1.685,1.675,1.445,0.53,2.9,3.38
AT5G17610,AT5G17610,Unknown,20.98,15.925,11.03,16.08,9.885,12.52
AT5G17620,AUG7,Unknown,23.275,14.65,11.8,25.85,9.045,7.38
AT5G17650,AT5G17650,Unknown,2.24,1.93,1.11,0.76,2.305,2.57
AT5G17670,AT5G17670,Unknown,18.425,17.47,23.43,25.92,45.245,35.66
AT5G17700,AT5G17700,Unknown,1.92,8.215,2.17,1.525,19.31,21.685
AT5G17760,AT5G17760,Unknown,37.98,41.2,30.185,30.22,54.685,74.435
AT5G17780,AT5G17780,Unknown,1.165,0.52,0.235,0.49,2.785,2.43
AT5G17810,WOX12,Unknown,8.635,8.1,11.61,29.105,28.535,68.57
AT5G17830,AT5G17830,Unknown,0,0.19,0.045,0,0.28,0.14
AT5G17850,AT5G17850,Unknown,22.785,32.145,30.63,27.46,12.39,11.32
AT5G17860,CAX7,AP1,17.155,12.23,4.64,3.515,3.685,4.025
AT5G17920,ATMS1,Unknown,251.145,212.745,463.305,332.715,596.175,529.825
AT5G17980,AT5G17980,Unknown,0.45,0.86,1.79,1.22,2.09,2.45
AT5G18000,VDD,Unknown,1.645,0.675,1.085,2.495,1.4,4.785
AT5G18010,SAUR19,Unknown,0.375,0,0,0,0,0
AT5G18040,AT5G18040,Unknown,22.425,29.81,35.275,36.8,75.455,63.305
AT5G18050,SAUR22,Unknown,0,0,0,0.145,0,0
AT5G18065,AT5G18065,Unknown,9.02,26.875,28.405,23.185,45.395,17.42
AT5G18090,AT5G18090,Unknown,0.265,0.325,0.045,0.17,1.23,0.595
AT5G18120,ATAPRL7,Unknown,16.76,11.685,9.125,14.885,3.93,5.905
AT5G18130,AT5G18130,AP1_AP3,82.315,82.45,20.78,43.01,9.44,19.46
AT5G18250,AT5G18250,Unknown,21.375,12.98,10.14,14.73,5.885,4.36
AT5G18290,SIP1B,AP1,4.585,4.79,2.385,1.86,1.855,2.43
AT5G18310,AT5G18310,Unknown,27.05,47,33.23,23.345,56.9,51.475
AT5G18360,AT5G18360,Unknown,0.095,0.205,0.37,0.265,0.725,0.6
AT5G18362,AT5G18362,Unknown,3.415,0.545,1.855,3.98,1.665,0.755
AT5G18400,DRE2,Unknown,31.28,44.575,28.535,36.41,21.02,18.575
AT5G18404,AT5G18404,Unknown,0,0,0.685,0.785,2.405,2.475
AT5G18430,AT5G18430,Unknown,0,0.09,0.79,0.24,3.115,3.395
AT5G18490,AT5G18490,Unknown,3.41,4.735,2.58,1.83,2.95,2.2
AT5G18530,NA,Unknown,0.445,2.155,1.88,2.02,2.775,2.96
AT5G18570,EMB3138,Unknown,17.525,22.97,19.995,20.865,44.9,37.225
AT5G18590,AT5G18590,Unknown,12.325,21.645,29.135,27.035,21.345,22.505
AT5G18620,CHR17,Unknown,12.485,17.945,28.17,25.57,29.305,28.3
AT5G18650,MIEL1,Unknown,34.6,25,18.63,37.785,16.675,18.35
AT5G18670,BMY3,AP1_AP3,190.005,191.485,245.615,192.215,70.97,70.44
AT5G18690,ATAGP25,Unknown,118.635,89.98,91.385,42.895,64.355,55.895
AT5G18700,RUK,Unknown,5.615,5.205,8.33,8.225,8.765,11.18
AT5G18730,AT5G18730,Unknown,0.37,0.525,0.75,0.64,1.41,0.805
AT5G18748,AT5G18748,Unknown,0.575,2.865,4.515,3.255,4.51,6.97
AT5G18760,AT5G18760,Unknown,8.855,6.775,5.6,8.68,3.33,3.685
AT5G18790,AT5G18790,Unknown,73.355,39.385,14.02,61.92,10.9,13.17
AT5G18800,AT5G18800,Unknown,137.89,95.385,59.405,87.285,64.205,60.6
AT5G18850,AT5G18850,Unknown,14.585,7.185,3.9,6.665,3.965,6.035
AT5G18860,NSH3,Unknown,4.385,7.995,3.455,3.57,1.1,2.44
AT5G18930,SAMDC4,Unknown,1.28,0.7,0.55,0.725,2.12,2.215
AT5G18940,AT5G18940,Unknown,18.76,13.53,8.135,16.24,5.23,5.745
AT5G18980,AT5G18980,Unknown,3.085,4.2,6.495,5.42,8.685,8.3
AT5G19030,AT5G19030,AP1_AP3,24.26,23.49,21.58,30.335,9.945,10.765
AT5G19070,AT5G19070,Unknown,6.575,7.215,6.325,7.08,4.82,3.59
AT5G19100,AT5G19100,Unknown,0.435,0.535,0.635,0.175,0.53,3.35
AT5G19120,AT5G19120,Unknown,171.4,138.42,205.245,199.52,64.73,77.315
AT5G19140,ATAILP1,AP1_AP3,333.34,305.345,200.71,413.055,69.605,115.03
AT5G19170,AT5G19170,AG,1.105,0.745,1.44,0.9,3.575,2.89
AT5G19190,AT5G19190,Unknown,6.285,4.685,1.135,3.835,1.325,1.01
AT5G19200,TSC10B,Unknown,5.755,5.675,4.495,7.18,2.825,2.25
AT5G19220,APL1,Unknown,11.155,13.9,9.75,7.885,22.35,21.345
AT5G19221,NA,Unknown,1.76,2.465,1.865,1.905,5.38,5.38
AT5G19250,AT5G19250,Unknown,207.355,137.965,83.4,104.845,63.06,80.685
AT5G19260,FAF3,Unknown,8.265,4.12,1.02,1.72,6.33,7.59
AT5G19300,AT5G19300,AG,9.59,8.945,12.09,13.265,22.565,19.275
AT5G19340,AT5G19340,AP1_AP3,19.63,19.615,16.565,20.83,3.495,5.505
AT5G19360,CPK34,Unknown,0,0.07,0.185,0.175,0.66,0.045
AT5G19450,CPK8,Unknown,26.96,40.405,55.445,49.63,46.42,48.885
AT5G19470,NUDX24,Unknown,0.1,0.24,0,0,0.13,0.215
AT5G19580,AT5G19580,Unknown,0,0.19,0.225,0.015,0.805,0.73
AT5G19590,AT5G19590,Unknown,222.905,207.22,103,123.67,40.565,71.035
AT5G19620,TOC75-V,Unknown,7.92,8.7,11.555,10.24,16.285,14.805
AT5G19729,AT5G19729,Unknown,0,0,0,0,0,1.345
AT5G19740,AT5G19740,Unknown,14.525,28.195,28.215,25.22,38.94,41.425
AT5G19820,emb2734,Unknown,6.49,10.67,16.32,14.17,23.43,22.79
AT5G19840,AT5G19840,Unknown,2.865,3.695,4.525,4.085,6.005,7.87
AT5G19850,AT5G19850,Unknown,4.39,4.46,3.92,4.21,8.41,5.55
AT5G19855,RbcX2,Unknown,23.345,16.985,7.345,16.045,13.83,17.075
AT5G19860,AT5G19860,AP1,107.87,103.33,58.065,76.425,29.155,40.095
AT5G19875,AT5G19875,Unknown,12.645,17.87,3.58,2.4,4.84,6.155
AT5G19880,AT5G19880,Unknown,0.1,0.09,0,0,0.525,0.675
AT5G20090,AT5G20090,Unknown,117.495,82.215,43.64,81.825,47.135,38.92
AT5G20165,AT5G20165,Unknown,104.87,73.2,28.36,61.62,24.695,24.45
AT5G20170,AT5G20170,Unknown,8.02,11.28,18.115,14.57,21.235,21.775
AT5G20250,RS6,AP3,20.165,33.43,54.61,45.165,26.655,20.21
AT5G20450,AT5G20450,Unknown,0.68,0.435,0.1,0.49,1.535,1.54
AT5G20480,EFR,Unknown,0.87,0.735,0.59,0.405,1.085,1.77
AT5G20490,XIK,Unknown,2.63,4.465,5.41,5.865,7.175,7.41
AT5G20500,AT5G20500,Unknown,160.905,93.795,50.77,117.425,46.17,51.37
AT5G20630,GLP3B,AP1,113.32,132.335,31,29.15,51.375,43.93
AT5G20650,COPT5,Unknown,134.06,90.395,70.845,78.89,31.035,40.025
AT5G20670,AT5G20670,Unknown,8.98,5.155,2.125,1.17,5.375,6.515
AT5G20690,PRK6,AG,0,0,0,0,0.145,0.05
AT5G20700,AT5G20700,AG,64.925,76.665,81.12,56.585,140.975,175.475
AT5G20710,BGAL7,AG,0.305,0.835,0.48,0.46,1.035,1.745
AT5G20730,TIR5,Unknown,10.69,16.53,25.37,17.2,23.76,23.165
AT5G20830,SUS1,AP3,11.82,10.86,25.09,22.245,19.4,12.975
AT5G20870,AT5G20870,Unknown,0.13,0.255,1.03,0.375,0.795,1.565
AT5G20900,TIFY3B,Unknown,293.485,241.205,108.88,240.245,58.245,79.285
AT5G20910,AIP2,Unknown,15.355,10.675,9.77,12.415,5.25,7.22
AT5G20950,AT5G20950,Unknown,41.14,44.54,87.065,50.79,99.575,91.14
AT5G20980,MS3,Unknown,1.36,0.965,2.15,1.855,2.705,2.115
AT5G20990,SIR4,Unknown,11.01,17.74,24.175,18.025,24.525,24.065
AT5G21020,AT5G21020,Unknown,76.125,47.825,50.795,95.4,36.645,36.55
AT5G21090,AT5G21090,AP1_AP3,238.795,222.5,182.015,191.595,57.2,64.585
AT5G21100,AT5G21100,Unknown,15.575,28.08,18.18,9.935,33.95,36.275
AT5G21140,emb1379,Unknown,4.825,3.9,6.895,7.66,3.855,3.57
AT5G21150,AGO9,Unknown,0.695,0.89,0.87,2.03,5.815,10.445
AT5G21170,AKINBETA1,Unknown,58.005,71.785,75.83,68.62,20.01,18.615
AT5G21222,AT5G21222,Unknown,6.22,9.375,11.575,10.68,16.645,16.14
AT5G21274,CAM6,Unknown,256.95,115.59,75.9,191.815,55.285,57.725
AT5G21430,NdhU,AG,16.645,17.64,10.07,14.11,26.865,30.535
AT5G21940,AT5G21940,AP1_AP3,321.435,304.5,387.645,352.52,108.115,81.685
AT5G22010,RFC1,Unknown,8.94,10.765,18.1,14.18,18.11,18.045
AT5G22210,AT5G22210,Unknown,55.56,24.685,9.87,23.95,8.39,6.14
AT5G22280,AT5G22280,Unknown,60.315,45.505,30.855,47.685,20.2,27.135
AT5G22290,NAC089,Unknown,60.14,68.65,54.385,57.7,19.89,31.34
AT5G22300,NIT4,Unknown,2.84,2.355,1.06,0.45,2.43,3.39
AT5G22360,VAMP714,Unknown,28.78,23.225,14.195,26.595,12.365,11.855
AT5G22430,AT5G22430,Unknown,91.675,256.425,64.735,42.885,47.435,42.17
AT5G22450,AT5G22450,Unknown,13.31,23.49,27.495,25.715,22.725,27.225
AT5G22460,AT5G22460,AP1,14.805,11.83,1.97,4.755,3.37,5.2
AT5G22470,AT5G22470,AP1_AP3,0.82,1.15,0.11,0.315,0,0.06
AT5G22640,TIC100,Unknown,19.73,35.785,40.955,41.145,63.61,53.87
AT5G22750,RAD5A,Unknown,1.59,2.33,3.8,3.63,5.235,4.71
AT5G22770,alpha-ADR,Unknown,6.185,8.875,9.995,9.12,12.39,13.74
AT5G22780,AT5G22780,Unknown,7.645,10.64,13.84,11.52,16.18,14.855
AT5G22788,NA,Unknown,4.79,2.7,0.83,2.27,0.5,0.34
AT5G22790,RER1,Unknown,8.86,8.85,12.34,9.505,22.355,16.495
AT5G22860,AT5G22860,AG,0.4,0.225,0.445,0.21,2.875,1.735
AT5G22875,AT5G22875,Unknown,50.545,36.005,24.725,30.135,18.035,17.035
AT5G22880,HTB2,Unknown,970.405,658.855,1035.73,876.225,447.97,546.93
AT5G22920,AT5G22920,AP1_AP3,45.18,39.38,44.41,56.935,9.58,9.57
AT5G22940,F8H,Unknown,12.835,17.64,34.835,20.48,29.72,35.49
AT5G23000,RAX1,AP1_AP3,12.51,14.465,24.375,26.345,3.585,4.89
AT5G23010,MAM1,Unknown,0.795,0.585,2.16,0.92,2.25,3.29
AT5G23020,MAM3,Unknown,0.39,0.065,0.335,0.17,1.795,4.95
AT5G23050,AAE17,Unknown,28.2,44.325,44.935,45.15,17.69,17.345
AT5G23060,CaS,Unknown,22.51,15.505,13.565,20.875,31.455,30.955
AT5G23080,TGH,Unknown,6.945,9.82,12.695,12.72,14.24,14.48
AT5G23090,NF-YB13,Unknown,49.155,27.575,15.325,37.58,9.795,12.69
AT5G23110,AT5G23110,Unknown,0.91,1.675,3.725,2.855,3.41,3.835
AT5G23170,AT5G23170,Unknown,0.11,0.175,0.24,0.19,1.435,1.49
AT5G23230,NIC2,Unknown,1.04,0.67,0.07,0.71,1.92,1.66
AT5G23240,DJC76,Unknown,2.67,4.875,2.145,1.835,7.05,7.795
AT5G23260,TT16,Unknown,0.24,0,0,0.2,0.68,2.625
AT5G23280,AT5G23280,AP1,29.99,36.025,11.335,26.56,9,15.715
AT5G23300,PYRD,Unknown,12.17,10.31,22.905,13.14,26.015,23.51
AT5G23340,AT5G23340,Unknown,27.86,24.705,19.385,28.19,13.485,16.68
AT5G23350,AT5G23350,Unknown,1.3,1.38,0.205,0.79,0.58,1.415
AT5G23370,AT5G23370,Unknown,1.815,1.225,0,0.4,0.205,0.25
AT5G23410,NA,Unknown,13.06,8.32,8.905,10.265,2.645,3.665
AT5G23460,AT5G23460,Unknown,12.71,6.435,5.3,7.765,2.795,2.21
AT5G23530,CXE18,Unknown,67.805,74.79,130.24,117.205,34.99,60.805
AT5G23535,AT5G23535,Unknown,65.27,40.99,39.03,48.755,29.535,30.32
AT5G23550,AT5G23550,Unknown,26.31,18.105,11.98,18.19,9.27,12.435
AT5G23570,SGS3,Unknown,33.26,52.97,74.86,62,87.74,88.895
AT5G23630,PDR2,Unknown,9.415,14.545,21.89,14.7,26.01,22.715
AT5G23660,SWEET12,Unknown,13.175,13.11,3.54,2.115,3.73,5.59
AT5G23730,RUP2,Unknown,5.68,6.055,12.28,9.885,16.135,16.01
AT5G23750,AT5G23750,Unknown,11.6,19.995,3.275,5.825,3.69,6.175
AT5G23800,DUF-10,Unknown,5,5.195,5.705,9.145,4.945,3.39
AT5G23810,AAP7,Unknown,3.755,3.365,5.22,3.2,6.035,9.845
AT5G23820,ML3,Unknown,56.985,91.69,27.11,30.83,20.3,26.615
AT5G23890,AT5G23890,Unknown,14.765,23.205,19.41,23.315,29.945,33.62
AT5G23920,AT5G23920,Unknown,34.91,26.81,21.94,28.02,12.875,13.07
AT5G23940,PEL3,Unknown,187.32,302.71,562.355,357.935,471.93,571.66
AT5G23980,FRO4,Unknown,0.065,0.095,0,0,0.23,0.255
AT5G24105,AGP41,Unknown,2.425,1.62,0.97,1.305,5.045,4.065
AT5G24120,SIGE,Unknown,12.275,12.705,6,9.365,4.105,7.22
AT5G24150,SQP1,Unknown,2.275,2.605,1.185,0.77,11.55,9.605
AT5G24165,AT5G24165,Unknown,417.37,242.195,108.405,216.805,72.64,100.305
AT5G24200,AT5G24200,Unknown,0.325,0.16,0.995,0.54,2.025,1.865
AT5G24210,AT5G24210,Unknown,4.205,6.02,9.005,2.795,16.23,16.925
AT5G24260,AT5G24260,Unknown,5.86,9.625,10.945,8.94,15.565,14.05
AT5G24270,SOS3,Unknown,2.52,2.295,1.455,1.125,1.42,1.165
AT5G24280,GMI1,Unknown,2.48,3.62,4.91,5.945,5.835,7.88
AT5G24318,AT5G24318,Unknown,1.325,1.64,1.615,1.025,3.085,2.405
AT5G24350,MIP2,Unknown,1.69,3.01,4.975,3.77,3.825,4.895
AT5G24420,PGL5,Unknown,45.395,38.945,30.17,19.47,144.45,233.03
AT5G24580,AT5G24580,Unknown,46.59,38.07,17.185,17.12,37.725,28.37
AT5G24620,AT5G24620,Unknown,10.37,17.555,50.93,23.51,51.08,33.44
AT5G24655,LSU4,Unknown,0.595,0.21,0.13,0,0.44,2.075
AT5G24660,LSU2,Unknown,0.34,0,0.29,0,14.69,5.855
AT5G24670,TAD3,Unknown,10.82,18.365,22.695,28.505,20.125,19.75
AT5G24710,AT5G24710,Unknown,7.62,10.865,19.82,15.475,27.83,27.565
AT5G24740,SHBY,Unknown,0.915,1.365,3.215,2.49,3.495,4.165
AT5G24750,AT5G24750,Unknown,2.285,3.02,4.81,4.34,6.485,4.955
AT5G24770,VSP2,Unknown,4072.15,3337.605,1321.435,1221.32,977.29,1634.305
AT5G24780,VSP1,Unknown,3630.74,1827.01,411.54,384.505,762.865,970.86
AT5G24800,BZO2H2,Unknown,8.76,8.665,14.585,11.015,27.73,21.89
AT5G24840,AT5G24840,Unknown,20.32,11.345,24.105,22.195,21.15,24.48
AT5G24910,ELA1,AP1_AP3,38.235,59.74,29.22,20.645,8.415,10.195
AT5G24980,AT5G24980,Unknown,25.295,14.78,3.285,9.885,3.915,3.905
AT5G25020,AT5G25020,Unknown,4.035,5.79,3.99,4.61,11.17,12.28
AT5G25060,RRC1,Unknown,12.935,19.8,26.67,23.975,33.895,37.08
AT5G25090,ENODL13,Unknown,144.85,83.1,87.725,82.2,54.255,67.03
AT5G25120,CYP71B11,Unknown,0.63,0.475,0,0.375,0.47,1.005
AT5G25130,CYP71B12,Unknown,1.26,2.84,1.815,1.425,2.735,3.13
AT5G25210,AT5G25210,Unknown,11.8,14.24,8.81,10.73,5.89,5.17
AT5G25240,AT5G25240,AP1,6.255,7.93,1.87,4.21,2.755,2.525
AT5G25270,AT5G25270,Unknown,22.545,29.4,55.9,42.71,38.355,33.02
AT5G25280,AT5G25280,Unknown,89.67,76.69,46.48,74.57,29.785,27.88
AT5G25360,AT5G25360,Unknown,35.84,30.245,18.17,19.89,13.585,15.72
AT5G25390,SHN3,Unknown,11.94,10,9.4,6.265,15.33,17.495
AT5G25470,AT5G25470,Unknown,2.08,3.24,1.755,2.15,0.34,0.535
AT5G25490,AT5G25490,AG,2.35,1.27,1.775,1.705,6.91,10.345
AT5G25540,CID6,Unknown,63.295,43.51,25.625,53.565,21.695,21
AT5G25560,AT5G25560,Unknown,18.37,26.215,30.83,38.135,48.585,40.505
AT5G25570,AT5G25570,Unknown,15.81,8.56,6,10.43,4.625,6.17
AT5G25757,AT5G25757,Unknown,49.62,44.945,67.755,60.39,107.675,82.49
AT5G25760,UBC21,Unknown,62.79,43.14,25.35,49.605,16.575,20.785
AT5G25840,AT5G25840,Unknown,0.18,0.495,0.7,0.565,7.21,4.31
AT5G25880,NADP-ME3,Unknown,1.96,2.855,2.245,1.375,9.535,5.725
AT5G25890,IAR2,Unknown,7.87,8.11,3.37,1.675,4.345,8.33
AT5G25980,TGG2,Unknown,0.34,1.05,1.825,1.21,15.275,14.33
AT5G26000,TGG1,Unknown,42.355,29.45,87.64,58.645,638.225,741.375
AT5G26190,AT5G26190,Unknown,0,0,0,0.14,0.215,0.395
AT5G26280,AT5G26280,Unknown,0.41,0.58,0.255,0.195,1.935,0.635
AT5G26330,AT5G26330,Unknown,1.57,0.775,4.795,0.77,6.165,6.99
AT5G26660,MYB86,Unknown,1.23,0.615,0.3,0.075,0.61,0.855
AT5G26690,AT5G26690,Unknown,14.675,17.76,2.705,4.12,3.355,5.27
AT5G26700,AT5G26700,Unknown,0.235,0.725,2.75,1.225,3.09,2.1
